Name,JobTitle,NatureOfGiftHospitality,NameOfProvider,DateGiftHospitalityReceivedFrom,DateGiftHospitalityReceivedTo
Julie Pierce,"Director NI, People and Organisational change",100th anniversary dinner ,Ulster Farmers' Union,2018-03-23,2018-03-26
